ID,NIT,RAZON SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO_DOMICILIO,CIUDAD_DOMICILIO,MACROSECTOR,INGRESOS_OPERACIONALES_2018,GANANCIA_PERDIDA_2018,TOTAL_ACTIVOS_2018,TOTAL_PASIVOS_2018,TOTAL_PATRIMONIO_2018,INGRESOS_OPERACIONALES_2017,GANANCIA_PERDIDA_2017,TOTAL_ACTIVOS_2017,TOTAL_PASIVOS_2017,TOTAL_PATRIMONIO_2017,GRUPO_EN_NIIF
332,830.129.327,FARMATODO COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,433472396,30925535,165307480,118132949,47174531,366563965,-11205137,115810299,99561303,16248996,NIIF PYMES-GRUPO 2
333,830.023.542,CAMARGO CORREA INFRA PROJETOS S.A SUCURSAL COLOMBIA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CONSTRUCCIÓN,432950453,21843352,188164628,125956236,62208392,492128330,21152117,208083275,128612921,79470354,NIIF PLENAS-GRUPO 1
334,900.104.517,BIO D S.A.  USUARIO OPERADOR DE ZONA FRANCA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FACATATIVA-CUNDINAMARCA,MANUFACTURA,431442978,4873510,260724778,141358949,119365829,386176519,10036115,260775643,141422856,119352787,NIIF PLENAS-GRUPO 1
335,900.110.594,OLAM AGRO COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,430753857,-1582148,195603429,191366294,4237135,401658523,1693119,150295580,144476297,5819283,NIIF PLENAS-GRUPO 1
336,860.090.915,ACTIVOS S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,430751159,3483535,106629576,63639400,42990176,4038333,3445949,92551627,53707591,38844036,NIIF PYMES-GRUPO 2
337,830.006.735,ALIMENTOS POLAR COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,430062055,6889214,229168349,137483911,91684438,392176339,975445,215535693,163264693,52271000,NIIF PLENAS-GRUPO 1
338,860.050.906,ADECCO COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,429024862,393429,59456606,38619016,20837590,319694550,1815195,49573051,25366090,24206961,NIIF PLENAS-GRUPO 1
339,860.008.448,MEALS MERCADEO DE ALIMENTOS DE COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,428591749,-31403434,658445418,473465717,184979701,408557458,-14190202,673402969,458108323,215294646,NIIF PLENAS-GRUPO 1
340,817.000.808,TECNOSUR S.A.S,SUPERSOCIEDADES,Costa Pacífica,CAUCA,SANTANDER-DE-QUILICHAO-CAUCA,MANUFACTURA,426531172,47375652,421929835,99947448,321982387,371860130,25605792,377293454,102686719,274606735,NIIF PLENAS-GRUPO 1
341,890.300.686,Mondelez Colombia SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,COMERCIO,426370261,70781337,222945309,160383929,62561380,393607337,5261920,163614333,172039287,-8424954,NIIF PLENAS-GRUPO 1
342,900.777.972,CI TRAFIGURA COAL COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,425993523,-235827,133500971,133238376,262595,323128229,53286,68628824,68130402,498422,NIIF PYMES-GRUPO 2
343,817.001.773,ASOCIACIÓN INDÍGENA DEL CAUCA AIC EPS INDÍGENA,SUPERSALUD,Costa Pacífica,CAUCA,POPAYAN,SERVICIOS,424832932.22,-11543204.07,110125469.74,127066264.19,-16940794.45,362304123.32,-5894945.38,69460277.71,74867868.09,-5407590.38,REGIMEN R 414 de 2014 - CGN
344,900.174.478,LOUIS DREYFUS COMPANY COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,423460737,-7231228,353527572,360981622,-7454050,622936702,-35114253,280019172,278422747,1596425,NIIF PLENAS-GRUPO 1
345,830.038.885,VALOREM S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,422665659,194404194,1870764419,375240542,1495523877,92948763,-13410719,1773837507,546550552,1227286955,NIIF PLENAS-GRUPO 1
346,860.000.751,HENKEL COLOMBIANA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,422307344,17436510,308813880,141803892,167009988,396312259,17399774,280413363,130637478,149775885,NIIF PLENAS-GRUPO 1
347,811.018.771,MARKETING PERSON,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,422218000,894000,196146000,165094000,31052000,457946000,1435000,192768000,162610000,30158000,NIIF PLENAS-GRUPO 1
348,900.737.989,BEMOVIL S.A.S.,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,SERVICIOS,421545289,184405,7329964,6606529,723435,348326497,135729,6788196,6151827,636369,NIIF PYMES-GRUPO 2
349,890.903.474,ENKA DE COLOMBIA S A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,419630000,4266000,588047000,210263000,377784000,365893000,1715000,550572000,180257000,370315000,NIIF PLENAS-GRUPO 1
350,891.400.378,PAPELES NACIONALES S.A.,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,MANUFACTURA,419185663,-2055269,497143522,292208333,204935189,417191044,6791384,438225161,264455857,173769304,NIIF PLENAS-GRUPO 1
351,900.192.711,CONSTRUCTORA CAPITAL BOGOTA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,419029105,41498719,1094437281,828713214,265724067,345987664,33104327,846736712,609024532,237712180,NIIF PLENAS-GRUPO 1
352,830.081.407,AJECOLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA-CUNDINAMARCA,MANUFACTURA,416135380,1926296,246551580,188255162,58296418,460766117,7104904,270789717,213963887,56825830,NIIF PLENAS-GRUPO 1
353,860.002.392,MERCK SHARP & DOHME COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,415207837,8046238,292791748,157278322,135513426,362370467,14038262,274948547,147581109,127367438,NIIF PLENAS-GRUPO 1
354,860.503.159,PASH SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,413676545,4893140,233404444,113850146,119554298,363278879,5005685,221566473,106905315,114661158,NIIF PYMES-GRUPO 2
355,891.000.324,GASEOSAS DE CORDOBA S.A.S,SUPERSOCIEDADES,Costa Atlántica,CORDOBA,MONTERIA-CORDOBA,MANUFACTURA,412498411,21823408,424510402,122166320,302344082,395802130,12801694,396184012,71851639,324332373,NIIF PLENAS-GRUPO 1
356,890.801.339,COMPAÑIA MANUFACTURERA MANISOL,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,MANUFACTURA,411974315,11257949,241692153,122233153,119459000,376836803,15966222,194636053,76808983,117827070,NIIF PLENAS-GRUPO 1
357,890.110.188,INDEPENDENCE DRILLING S.A.  ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MINERO-HIDROCARBUROS,410061811,19187274,706529492,477684110,228845382,322436852,14730723,606963325,431604506,175358819,NIIF PLENAS-GRUPO 1
358,800.072.556,Seatech International INC,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,MANUFACTURA,408631569,13768869,325426682,180179204,145247478,394765301,4809800,298960689,167875066,131085623,NIIF PLENAS-GRUPO 1
359,891.409.291,EVE DISTRIBUCIONES S.A.S,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,COMERCIO,408522288,13875937,213105846,170957553,42148293,255627312,4350459,137933040,82148580,55784460,NIIF PLENAS-GRUPO 1
360,900.657.570,SACYR CONSTRUCCION COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,408456700,10154885,503887788,503501192,386596,130914711,-63558,151303512,144743171,6560341,NIIF PLENAS-GRUPO 1
361,890.900.307,Groupe seb Andean S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,MANUFACTURA,405968058,22039837,475218937,255212643,220006294,379606570,26704955,449648000,251366273,198281727,NIIF PLENAS-GRUPO 1
362,811.004.055,EMDISALUD,SUPERSALUD,Costa Atlántica,CORDOBA,MONTERIA,SERVICIOS,403388710.12,-301658165.69,99081334.14,495086064.28,-396004730.14,369652846.36,-108622692.42,98078665.02,192466337.16,-94387672.14,NIIF PYMES-GRUPO 2
363,819.004.712,C.I. TEQUENDAMA S.A.S.,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA-MARTA-MAGDALENA,MANUFACTURA,402817690,-16467034,630638052,447985382,182652670,357814415,15972136,479411423,323115290,156296133,NIIF PLENAS-GRUPO 1
364,800.237.456,EMTELCO S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,400865980,13841157,182188014,66394285,115793729,400939923,15340907,168042711,59247211,108795500,NIIF PLENAS-GRUPO 1
365,830.043.084,C I CARBOCOQUE S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,399061818,41109579,209907769,144797004,65110765,294119286,34267980,183311869,144990684,38321185,NIIF PLENAS-GRUPO 1
366,900.199.343,AMERICAS STYRENICS DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,397037602,10743148,209258423,56908891,152349532,380361637,16212237,207578197,30727498,176850699,NIIF PLENAS-GRUPO 1
367,890.901.264,DISTRIBUIDORA DE ABONOS S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA-ANTIOQUIA,COMERCIO,396801638,6508761,158096441,107081017,51015424,178773194,5224053,119766091,64648538,55117553,NIIF PYMES-GRUPO 2
368,817.001.644,GENFAR SA,SUPERSOCIEDADES,Costa Pacífica,CAUCA,VILLA-RICA-CAUCA,MANUFACTURA,391556261,-40644368,291373084,175804160,115568924,394635053,20215618,364686606,208473314,156213292,NIIF PLENAS-GRUPO 1
369,800.041.829,YOKOMOTOR S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,390687497,6012687,164419121,96419900,67999221,294867216,4273039,140549483,75437195,65112288,NIIF PYMES-GRUPO 2
370,860.533.413,IRCC S.A.S INDUSTRIA DE RESTAURANTES CASUALES S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,390632061,-5626674,198446771,177254654,21192117,363330356,-8655741,195161335,168372896,26788439,NIIF PLENAS-GRUPO 1
371,800.244.387,ARCOS DORADOS COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,389642056,-25576402,273953061,233145734,40807327,363684429,-28206119,251145615,218242181,32903434,NIIF PLENAS-GRUPO 1
372,890.207.037,AGROPECUARIA ALIAR S.A.,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,FLORIDABLANCA-SANTANDER,AGROPECUARIO,387654081,-7066313,904163036,682812420,221350616,326602257,11043888,795869399,608075529,187793870,NIIF PLENAS-GRUPO 1
373,900.383.385,INVERCOMER DEL CARIBE SAS,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,COMERCIO,385743674,5797588,131335915,93885651,37450264,355805767,-899342,123101226,91789007,31312219,NIIF PLENAS-GRUPO 1
374,860.000.580,MERCK S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,383896236,119096034,265246266,50281401,214964865,292171140,24574430,141749738,45491904,96257834,NIIF PLENAS-GRUPO 1
375,830.035.246,Dell Colombia INC,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,383397113,3446708,277105641,267298336,9807305,272222833,-1347881,172790175,167633920,5156255,NIIF PLENAS-GRUPO 1
376,891.300.529,GRASAS S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,BUGA-VALLE,MANUFACTURA,380268322,11371673,252475299,139686418,112788881,430469265,2129965,240286802,136977943,103308859,NIIF PLENAS-GRUPO 1
377,890.916.883,MANPOWER DE COLOMBIA LTDA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,SERVICIOS,377127022,8150281,67973571,38127045,29846526,291205384,3817376,46398528,24702283,21696245,NIIF PLENAS-GRUPO 1
378,830.012.053,URBANIZADORA MARIN VALENCIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,375788223,11093901,1028940605,558321771,470618834,329239615,40200133,1021602823,555584868,466017955,NIIF PLENAS-GRUPO 1
379,805.028.041,SUPERTIENDAS CAÑAVERAL SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,COMERCIO,372909872,3739735,119053582,83443137,35610445,312362100,2766231,98129237,66258529,31870708,NIIF PLENAS-GRUPO 1
380,900.319.372,RED CARNICA SAS,SUPERSOCIEDADES,Costa Atlántica,CORDOBA,CIENAGA-DE-ORO-CORDOBA,MANUFACTURA,372046254,5907812,184107484,43226227,140881257,359168001,-5787699,170687100,35713655,134973445,NIIF PLENAS-GRUPO 1
381,890.319.047,CARVAJAL EMPAQUES S.A.,SUPERFINANCIERA,Costa Pacífica,VALLE,CALI-VALLE,MANUFACTURA,371996000,-6090000,890675000,373160000,517515000,377499000,47323000,851886000,338257000,513629000,NIIF PLENAS-GRUPO 1
382,900.174.468,TERNIUM SIDERURGICA DE CALDAS S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,MANUFACTURA,371584644,-7262427,406787458,214194272,192593186,341321183,6184541,311031272,126858792,184172480,NIIF PLENAS-GRUPO 1
383,891.410.137,SUZUKI MOTOR DE COLOMBIA S.A.,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,MANUFACTURA,371077780,19777759,474773334,52510702,422262632,311682461,15569001,457388777,50894623,406494154,NIIF PLENAS-GRUPO 1
384,891.501.133,INGENIO LA CABAÑA S.A,SUPERSOCIEDADES,Costa Pacífica,CAUCA,GUACHENE-CAUCA,MANUFACTURA,369176265,4795337,1099195332,556026011,543169321,391226421,11228693,1081099429,541620196,539479233,NIIF PLENAS-GRUPO 1
385,860.032.550,ALFAGRES S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,368032790,-38768711,468041824,222329535,245712289,425540037,-27859365,498875809,214394809,284481000,NIIF PLENAS-GRUPO 1
386,800.148.312,Compañia Colombiana Agroindustrial SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,367064232,-4345238,135088832,122981472,12107360,427084051,-4914807,128799790,112347192,16452598,NIIF PLENAS-GRUPO 1
387,890.925.215,C.I. PRODUCTOS AUTOADHESIVOS ARCLAD S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,MANUFACTURA,365745042,14362374,375474732,214320576,161154156,351362539,22250955,361901403,212987566,148913837,NIIF PLENAS-GRUPO 1
388,890.101.553,JANSSEN CILAG SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,362444323,-2034644,171532815,77905263,93627552,333806601,-1373238,160508335,64846139,95662196,NIIF PLENAS-GRUPO 1
389,900.326.523,PRECISAGRO S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,361956538,3059602,219119312,159643114,59476198,274554513,-2020501,179256974,145684930,33572044,NIIF PLENAS-GRUPO 1
390,860.017.005,CHALLENGER S A S CHALLENGER S A S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,361918959,17149914,495680151,155245825,340434326,308054609,13825064,500479360,172472723,328006637,NIIF PLENAS-GRUPO 1
391,900.147.693,ECODIESEL COLOMBIA S.A.,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BARRANCABERMEJA-SANTANDER,MANUFACTURA,361328081,12892875,117257051,34671903,82585148,359387585,13166832,125848886,49151859,76697027,NIIF PLENAS-GRUPO 1
392,860.076.919,CREPES Y WAFFLES S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,361133369,19421319,183742552,102712473,81030079,344135126,14406292,169155261,101956538,67198723,NIIF PYMES-GRUPO 2
393,860.000.896,SIKA COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,MANUFACTURA,359718368,33840914,221271479,108662351,112609128,337444039,30518697,199139799,89602614,109537185,NIIF PLENAS-GRUPO 1
394,860.530.547,MULTIDIMENSIONALES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,358746604,-247305,339479240,314758374,24720866,355095828,-22067186,353454755,328486584,24968171,NIIF PLENAS-GRUPO 1
395,900.104.081,AMINVERSIONES S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,358201406,363880530,2619704547,2783977,2616920570,303677060,305345745,2437980782,1567948,2436412834,NIIF PLENAS-GRUPO 1
396,860.003.563,ABB LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,357177529,-5872548,295684828,247673936,48010892,400504886,-8752900,287545955,234117248,53428707,NIIF PLENAS-GRUPO 1
397,891.408.584,FRISBY S.A.,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,DOS-QUEBRADAS-RISARALDA,SERVICIOS,356248896,10702825,102564204,63485132,39079072,344260922,11887741,90620620,56748532,33872088,NIIF PLENAS-GRUPO 1
398,860.002.693,3M COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,352161279,-4058075,246832802,179776179,67056623,360896373,16105159,253585287,182470589,71114698,NIIF PLENAS-GRUPO 1
399,890.303.093,COMFENALCO VALLE E.P.S.,SUPERSALUD,Costa Pacífica,VALLE,CALI-VALLE,SERVICIOS,348892916.26,23458.72,137447176,104820325.42,32626850.58,307776174.51,-16378966.92,117169503.71,60631633.35,56537870.36,NIIF PYMES-GRUPO 2
400,900.061.516,MUEBLES JAMAR S.A,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,COMERCIO,348835016,5191537,191549716,135643735,55905981,312265905,4353932,218457671,167743227,50714444,NIIF PYMES-GRUPO 2
401,817.002.676,PAPELES DEL CAUCA S.A.,SUPERSOCIEDADES,Costa Pacífica,CAUCA,PUERTO-TEJADA-CAUCA,MANUFACTURA,347658345,18180266,375185630,101427533,273758097,293323481,15231741,410064348,134686493,275377855,NIIF PLENAS-GRUPO 1
402,860.034.944,PRODUCTORA DE CABLES PROCABLES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,347646144,8623491,160732730,84840139,75892591,321766746,9470641,170797248,103528147,67269101,NIIF PLENAS-GRUPO 1
403,811.045.607,INVERSIONES EURO SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,MANUFACTURA,347566762,3390618,120102597,86243932,33858665,356637496,3321884,114615707,84147659,30468048,NIIF PLENAS-GRUPO 1
404,830.029.703,RCN TELEVISION S A,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,347111126,-233758677,785087863,504661420,280426443,432667471,-95132578,782320829,381417781,400903048,NIIF PLENAS-GRUPO 1
405,830.513.729,COMBUSTIBLES DE COLOMBIA SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,COMERCIO,346167416,6146822,122479167,54360071,68119096,318495342,5422457,114060228,45087954,68972274,NIIF PYMES-GRUPO 2
406,800.091.549,IMPRESISTEM SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,COMERCIO,346159097,1308291,119682956,100919118,18763838,350885083,2199895,116979356,96581445,20397911,NIIF PLENAS-GRUPO 1
407,890.900.308,FABRICATO S.A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,BELLO-ANTIOQUIA,MANUFACTURA,344222764,-31755176,908178764,371876019,536302745,347686000,-6446000,901800000,370335000,531465000,NIIF PLENAS-GRUPO 1
408,900.031.088,COMERCIALIZADORA INTERNACIONAL BANAROS UNIDOS DE SANTA MARTA,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA-MARTA-MAGDALENA,COMERCIO,343893691,1785419,51543493,44081888,7461605,332080752,-971299,50975978,46551700,4424278,NIIF PLENAS-GRUPO 1
409,830.110.347,C.I. CHEVRON EXPORT S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,343048744,6779725,61359356,36673507,24685849,233457422,925264,53145950,35239826,17906124,NIIF PLENAS-GRUPO 1
410,800.000.276,AVICOLA EL MADROÑO SA,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,AGROPECUARIO,342116458,-1756826,161623087,113540455,48082632,328532012,-1550857,158570380,107975408,50594972,NIIF PYMES-GRUPO 2
411,805.025.964,CREDIVALORES CREDISERVICIOS S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,341855797,7351208,1986376928,1736700303,249676625,291725610,809,1519649570,1254816040,264833530,NIIF PLENAS-GRUPO 1
412,811.016.426,MEDICAMENTOS POS SA0,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,COMERCIO,341476845,2236819,237215707,193685193,43530514,329773614,7066388,211631382,170313310,41318072,NIIF PYMES-GRUPO 2
413,860.001.022,Casa Editorial El Tiempo S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,339835533,-31062233,545520771,256208839,289311932,369122833,-6412456,541105681,238184864,302920817,NIIF PLENAS-GRUPO 1
414,860.005.114,lLINDE COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,339618038,5687722,460956800,193760862,267195938,325015528,2433437,451071147,191081108,259990039,NIIF PLENAS-GRUPO 1
415,800.103.090,CONSORCIO MINERO UNIDO S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,MINERO-HIDROCARBUROS,339241889,7748321,756771459,460053434,296718025,416744838,15804049,725271990,460434562,264837428,NIIF PLENAS-GRUPO 1
416,800.146.425,ORGANIZACION SOLARTE Y CIA S.C.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,337717417,10622867,314983915,130618557,184365358,335432691,15240575,272451325,91064150,181387175,NIIF PLENAS-GRUPO 1
417,830.025.149,MEDTRONIC COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,334184383,2124867,567499991,313681968,253818023,171611642,9981600,181095085,88839196,92255889,NIIF PLENAS-GRUPO 1
418,890.903.024,COMERCIAL INTERNACIONAL DE EQUIPOS Y MAQUNARIA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,334061640,2375552,390485054,229037991,161447063,340605062,-12154006,353134162,194071836,159062326,NIIF PLENAS-GRUPO 1
419,890.200.179,SANAUTOS SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,331414286,974445,125173932,81992616,43181316,270159375,5041775,105075792,85056084,20019708,NIIF PYMES-GRUPO 2
